city,zhvi,total_pop,med_income,med_age,male,female,race_w,race_aa,race_nat,race_as,race_api,race_oth,eth_hisp,eth_nonhisp,murder_mansl,rape,robbery,agg_assault,burglary,lar_theft,car_theft,arson,lat,long
Homewood,168403.83,20227,73251,42.3,9684,10543,10657,8901,90,560,0,523,1096,19131,1,9,23,13,55,678,53,2,41.5572567,-87.6656015
Hoopeston,55330.08,5871,44105,45.6,3027,2844,5262,133,101,151,0,307,848,5023,0,6,2,13,53,95,7,2,40.4672587,-87.6683573
Hooppole,59619.25,236,47917,37.2,124,112,236,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,41.5222555,-89.9098306
Hopedale,124495.67,1479,77578,46.4,719,760,1475,7,8,0,0,2,17,1462,0,0,0,0,0,0,0,0,40.4208735,-89.4145404
Hoyleton,97672.92,1078,52227,32.7,537,541,1036,57,0,19,5,7,31,1047,0,0,0,0,0,0,0,0,38.4417163,-89.2742452
Hudson,191283.67,2720,83750,39.7,1298,1422,2688,37,0,8,0,14,11,2709,0,0,0,0,1,3,0,0,40.6058688,-88.9872965
Hull,56304,948,43750,31.8,474,474,923,12,0,6,0,7,24,924,0,0,0,0,0,0,0,0,39.7069907,-91.2068089
Humboldt,74084.33,1080,53693,44.3,521,559,1076,6,0,0,0,6,33,1047,0,0,0,0,0,0,0,0,39.6042,-88.3189362
Hume,51564.33,439,58750,45.1,215,224,436,3,0,0,0,10,15,424,0,0,0,0,0,0,0,0,39.7967015,-87.8686414
Huntley,264223.33,28121,76730,46.5,13197,14924,25322,958,33,1920,36,286,3104,25017,0,0,1,8,8,89,2,0,42.1680796,-88.4281415
Hurst,43714.58,833,35515,42.4,436,397,821,53,0,2,0,0,7,826,0,0,0,0,0,0,0,0,37.8331059,-89.1428573
Hutsonville,66209.25,927,49028,48.3,465,462,924,0,0,3,0,3,2,925,0,0,0,0,0,0,0,0,39.1094852,-87.6564145
Illinois City,169563.92,1283,73636,41.7,611,672,1283,0,7,0,0,158,158,1125,0,0,0,0,0,0,0,0,41.3975305,-90.8995898
Illiopolis,90949.42,1297,68563,43,626,671,1297,0,30,5,0,0,30,1267,0,0,0,0,0,0,0,0,39.8536535,-89.2420291
Ina,56550.08,2704,36719,38.7,2420,284,1834,878,11,5,0,7,272,2432,0,0,0,4,0,9,0,0,38.1511606,-88.9039554
Indianola,54744.75,418,53929,44.8,212,206,416,10,0,0,0,0,2,416,0,0,0,0,0,0,0,0,39.927258,-87.740025
Industry,54621.25,690,64063,44,350,340,686,0,8,0,0,4,8,682,0,0,0,0,0,0,0,0,40.3278211,-90.607073
Ingraham,59924.92,327,52250,57.9,168,159,317,0,0,10,0,0,0,327,0,0,0,0,0,0,0,0,38.8361573,-88.333933
Ipava,60564.42,1001,45714,47,504,497,979,0,0,22,0,10,10,991,0,0,0,0,0,0,0,0,40.3514319,-90.3245681
Iroquois,54862.5,175,57500,52.7,87,88,165,9,2,1,0,1,0,175,0,0,0,0,0,0,0,0,40.8275356,-87.5819743
Irving,66237.42,585,43875,56.6,308,277,584,1,0,0,0,0,5,580,0,0,0,0,0,0,0,0,39.2058801,-89.4045304
Irvington,67474.08,716,61625,36.4,335,381,691,7,20,0,0,0,4,712,0,0,0,0,0,0,0,0,38.4392162,-89.1628512
Island Lake,178588,8420,76223,40.6,4446,3974,8153,134,0,228,9,116,1113,7307,0,0,0,0,0,0,0,0,42.2761341,-88.1920272
Itasca,326177.08,10996,92561,45.6,5274,5722,10099,227,12,665,20,169,1309,9687,0,4,1,2,15,80,8,0,41.9750288,-88.0072909
Ivesdale,107793.83,295,64167,46.4,147,148,295,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,39.9433658,-88.4553363
Jacksonville,99802.92,26749,46662,40.2,13481,13268,24016,2761,163,282,20,111,840,25909,0,7,6,52,72,435,12,2,39.733936,-90.2290098
Jerseyville,103834.25,12292,50704,40.9,5809,6483,12204,281,28,36,0,55,181,12111,0,2,0,8,27,60,9,0,39.1200471,-90.3284479
Jewett,74957.75,697,39306,40.8,409,288,697,15,0,0,0,0,0,697,0,0,0,0,0,0,0,0,39.2078171,-88.2458744
Johnsonville,37176.67,359,66607,32.8,185,174,349,0,12,0,0,0,0,359,0,0,0,0,0,0,0,0,38.5222701,-88.5369951
Johnston City,61083.33,4535,38363,44.4,2278,2257,4480,2,24,29,0,0,70,4465,0,0,0,0,0,0,0,0,37.8206053,-88.9275695
Joliet,137202.616,25775.6,58530.2,34.22,12767.2,13008.4,17079.4,5417.8,269.2,576.6,14.4,3473.2,8535.4,17240.2,8,44,122,312,449,1726,137,49,41.525031,-88.0817252
Jonesboro,85235.67,3141,52712,47.4,1495,1646,3104,59,3,8,0,0,71,3070,0,0,0,0,0,0,0,0,37.4517163,-89.2681402
Joppa,18522.42,313,25455,40.3,164,149,290,33,1,0,0,0,0,313,0,0,0,0,0,0,0,0,37.2064423,-88.8447822
Joy,70064.17,1062,45750,41.7,474,588,1053,0,3,0,0,8,18,1044,0,0,0,0,0,0,0,0,41.1967002,-90.8804201
Justice,211607.25,15288,50371,32,7105,8183,11405,3033,26,422,7,863,3310,11978,0,1,2,4,4,21,4,0,41.7444765,-87.8378337
Kampsville,65722.08,626,42361,30.7,317,309,623,2,1,0,0,0,8,618,0,0,0,0,0,0,0,0,39.2978255,-90.6090117
Kane,58622.92,781,48125,45.7,474,307,781,4,71,0,0,0,23,758,0,0,0,0,0,0,0,0,39.190047,-90.353727
Kaneville,247508.58,69,66875,60.4,35,34,69,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,41.8353062,-88.5220233
Kankakee,90149.17,35509,47629,36.9,17115,18394,22930,11367,299,410,0,1215,4753,30756,4,35,47,144,143,682,46,11,41.1200325,-87.8611531
Kansas,58184.25,901,36932,47,453,448,901,0,0,0,0,0,5,896,0,0,0,0,0,0,0,0,39.5528129,-87.9394779
Karnak,71044.5,911,46417,31.3,424,487,884,16,3,0,0,11,11,900,0,0,0,0,0,0,0,0,37.2936633,-88.9753462
Keithsburg,49300.92,708,37500,44.6,326,382,702,7,2,5,0,0,0,708,0,0,0,0,0,0,0,0,41.0994792,-90.942643
Wonder Lake,157461.83,10826,72719,41.4,5811,5015,10678,64,159,115,0,83,1019,9807,0,0,0,0,0,0,0,0,42.3852983,-88.3473126
Wood Dale,262302.58,14147,66687,41,7117,7030,11451,266,32,1134,160,1341,3325,10822,0,3,3,4,22,161,8,0,41.9633625,-87.9789562
Woodhull,100157.33,1134,58750,43.1,631,503,1131,3,0,0,0,0,14,1120,0,0,0,0,0,0,0,0,41.1789256,-90.3159582
Woodland,57838.75,294,47857,41.5,136,158,285,23,2,0,0,0,12,282,0,0,0,0,0,0,0,0,40.7144803,-87.7311426
Woodlawn,123242.83,2285,68258,36.9,1107,1178,2237,32,39,44,0,12,36,2249,0,0,0,0,0,0,0,0,38.3300497,-89.0325693
Woodridge,295687.67,32328,83883,37.7,15966,16362,24638,3168,174,4699,10,827,4397,27931,0,6,12,14,32,338,22,4,41.7469749,-88.0503406
Woodson,88176.17,216,43523,47,118,98,216,9,0,0,0,0,0,216,0,0,0,0,0,0,0,0,39.628936,-90.2190081
Woodstock,209509.83,32526,66520,39.3,16008,16518,30402,1273,296,566,0,668,6173,26353,0,10,2,12,27,266,5,0,42.3147436,-88.4487021
Worth,192396.58,10916,57218,41.4,5479,5437,10040,336,20,276,43,436,1355,9561,0,11,7,8,21,92,10,1,41.6897549,-87.7972754
Wyanet,72775.08,1488,56250,41.7,772,716,1475,32,7,6,0,10,39,1449,0,0,0,0,0,0,0,0,41.3653141,-89.5839847
Wyoming,75402.33,1927,56286,47.6,929,998,1902,6,14,25,0,0,14,1913,0,0,0,0,0,0,0,0,41.0617037,-89.7731578
Xenia,69793.08,1900,44375,33,1029,871,1842,55,19,19,0,0,14,1886,0,0,0,0,0,0,0,0,38.6358808,-88.6347744
Yale,56292.5,430,55972,44.8,200,230,409,18,70,0,0,0,0,430,0,0,0,0,0,0,0,0,39.1197623,-88.0247569
Yates City,87263.75,1191,56607,45.2,589,602,1186,32,20,0,0,0,0,1191,0,1,0,0,1,7,0,0,40.7786485,-90.0148371
Yorkville,253435.08,24886,95878,35.5,12460,12426,21503,1883,120,849,0,1193,3049,21837,0,8,3,7,17,178,5,2,41.6411409,-88.4472948
Zeigler,39465.17,1794,43672,32.8,915,879,1786,6,29,7,0,29,34,1760,0,0,0,0,0,0,0,0,37.8994945,-89.0520194
Zion,136118.08,30934,54685,33.9,14888,16046,20463,8481,445,1330,86,1742,8837,22097,4,36,45,63,129,553,39,4,42.4461322,-87.8328505
Kempton,55753.75,445,55714,37.6,204,241,439,0,6,0,0,0,1,444,0,0,0,0,0,0,0,0,40.9355888,-88.237273
Kenilworth,1360529.67,2512,212750,41.3,1273,1239,2367,31,20,152,0,0,71,2441,0,0,0,0,5,7,3,0,42.085862,-87.7175607
Kenney,77638.92,461,53261,56.4,229,232,461,0,3,0,0,0,0,461,0,0,0,0,0,0,0,0,40.0967053,-89.0859189
Kewanee,51014.08,13663,40559,40.2,6545,7118,12054,783,33,187,0,796,1389,12274,0,7,0,28,39,425,25,6,41.2455927,-89.9248303
Kilbourne,57326.08,460,31014,50,251,209,453,6,12,0,0,0,0,460,0,0,0,0,0,0,0,0,40.1519897,-90.0101153
Kincaid,61864.58,1567,52344,40.9,786,781,1565,3,2,0,0,0,64,1503,0,1,0,3,6,11,1,0,39.5886601,-89.4145363
Kinderhook,61299.25,391,60150,49.8,200,191,389,0,0,0,0,2,0,391,0,0,0,0,0,0,0,0,39.7022686,-91.1531957
Kingston,195983.17,2673,79107,33.4,1518,1155,2635,117,1,0,3,18,321,2352,0,0,0,0,0,6,1,0,42.0997482,-88.7589818
Kingston Mines,49856.33,206,52000,37,114,92,205,0,0,0,0,1,4,202,0,0,0,0,0,0,0,0,40.5580943,-89.770663
Kinsman,91394,183,47031,38.8,86,97,183,0,0,0,0,0,3,180,0,0,0,0,0,0,0,0,41.1897554,-88.569512
Kirkland,168965.5,2655,61673,38.8,1354,1301,2580,22,2,19,0,71,160,2495,0,0,0,0,0,0,0,0,42.0925258,-88.8512063
Kirkwood,72555.25,1025,66250,45.7,514,511,1011,0,0,0,0,14,14,1011,0,0,0,0,0,0,0,0,40.8658717,-90.7484703
Knoxville,98284.67,3837,55801,42.6,1729,2108,3806,40,4,20,0,14,101,3736,0,0,0,0,0,0,0,0,40.9083715,-90.2848476
La Fayette,55364.42,337,36667,48.9,186,151,337,0,0,0,0,0,6,331,0,0,0,0,0,0,0,0,41.1096063,-89.9735218
La Grange,417907.42,30576,83859,43.4,15276,15300,28013,1487,117,723,8,862,4241,26335,0,0,5,10,16,134,3,1,41.8050314,-87.8692254
La Grange Park,343374.17,13546,95085,41.2,6437,7109,12364,618,30,307,11,480,1697,11849,0,0,2,3,16,46,0,0,41.8347535,-87.861726
La Harpe,77262.25,1787,44500,43.8,858,929,1787,14,10,0,0,0,28,1759,0,0,0,0,3,0,0,0,40.5833749,-90.9693057
La Moille,95997.42,1437,81250,49.4,730,707,1388,6,7,43,0,0,6,1431,0,0,0,0,0,0,0,0,41.5317006,-89.2798104
La Rose,48426.08,91,30250,55.3,40,51,88,0,0,3,0,0,0,91,0,0,0,0,0,0,0,0,40.9822568,-89.2353629
La Salle,89976.75,10088,47692,38.2,5116,4972,9410,159,2,124,17,509,1887,8201,0,0,0,0,9,92,2,0,41.3333679,-89.0917497
Lacon,91679.33,2770,57137,46,1360,1410,2725,28,20,6,0,0,37,2733,0,0,0,4,3,13,0,0,41.0247583,-89.4112007
Anna,91324.08,6585,46667,46.8,3376,3209,6288,179,116,52,0,114,240,6345,0,2,2,10,26,118,3,3,37.4603274,-89.2470282
Annapolis,86503.92,330,46932,52.1,178,152,330,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,39.1444842,-87.8166964
Annawan,112746.33,1267,54625,47.8,606,661,1237,22,11,0,0,12,44,1223,0,0,0,1,0,8,0,0,41.3972573,-89.9045518
Antioch,203155.5,24066,82692,43.3,12076,11990,22792,869,89,630,31,402,1662,22404,0,8,2,10,12,150,3,0,42.4772418,-88.0956396
Apple River,209141.58,1042,65240,54.6,555,487,1012,1,0,11,0,18,19,1023,0,0,0,0,0,0,0,0,42.5050054,-90.0987361
Arcola,96092.58,4225,53665,33.8,2010,2215,4051,99,44,10,5,185,989,3236,0,0,0,7,5,2,0,0,39.684755,-88.3064367
Arenzville,104503.92,1115,62257,44.5,580,535,1090,0,0,0,1,24,38,1077,0,0,0,0,0,0,0,0,39.8769918,-90.3734571
Argenta,127942.92,2863,74260,41.3,1576,1287,2851,48,200,0,0,2,18,2845,0,0,0,0,0,0,0,0,39.9819808,-88.8228535
Arlington,89314.75,511,75750,46.7,261,250,484,7,5,0,0,22,26,485,0,0,0,0,0,0,0,0,41.4736452,-89.2492531
Arlington Heights,373703.21,40227,86102.5,43.4,19616.5,20610.5,34466.5,815,111,4209.5,58,1343,3588,36639,0,10,6,12,68,535,25,1,42.0883603,-87.9806265
Armington,79991,592,71111,46.8,307,285,588,0,10,4,0,0,15,577,0,0,0,0,0,0,0,0,40.3389293,-89.3114813
Aroma Park,83930.83,671,44444,39.4,339,332,636,41,0,5,0,0,102,569,0,0,1,0,6,8,1,0,41.0797548,-87.8114285
Arrowsmith,103219.17,478,62813,37.5,230,248,473,2,5,0,0,0,0,478,0,0,0,0,0,0,0,0,40.4494787,-88.6317305
Arthur,124285.5,5071,56076,31.3,2455,2616,5037,21,24,6,11,14,80,4991,0,0,1,2,5,10,0,0,39.7147552,-88.472278
Ashkum,123071.58,1308,66719,43.6,673,635,1271,28,4,0,0,13,27,1281,0,0,0,0,0,0,0,0,40.8803114,-87.9550405
Ashland,96175.5,1799,65244,48,875,924,1784,12,5,2,0,7,17,1782,0,1,0,0,2,2,0,0,39.8878264,-90.0078907
Ashley,77297.25,1438,52109,38.3,803,635,1386,0,0,0,0,55,50,1388,0,0,0,0,0,0,0,0,38.3294942,-89.1909097
Ashmore,72656.42,1227,53125,45.2,556,671,1222,6,1,0,0,5,5,1222,0,0,0,0,0,0,0,0,39.5330909,-88.0222582
Ashton,93899.5,1905,59559,38,913,992,1847,39,30,27,0,49,72,1833,0,0,0,0,2,0,0,0,41.8661417,-89.2212088
Assumption,73010.42,1538,46293,40.6,787,751,1528,18,5,20,0,0,2,1536,0,0,0,2,6,3,0,0,39.5203188,-89.0489712
Astoria,50958.75,1534,43897,40.8,871,663,1505,19,3,12,0,0,2,1532,0,0,0,0,0,0,0,0,40.227545,-90.3595683
Athens,153881,3886,76573,39.3,1903,1983,3819,67,34,59,0,3,32,3854,0,0,0,0,4,9,3,0,39.9608826,-89.7239944
Atkinson,118251.17,1519,58636,40.1,702,817,1509,4,18,5,0,0,13,1506,0,0,0,0,0,0,0,0,41.4208678,-90.0151121
Atlanta,107938.92,2595,64453,40.1,1322,1273,2568,2,124,12,0,20,118,2477,0,0,0,0,0,0,0,0,40.2594846,-89.2334236
Atwood,78523.83,1463,45446,47.8,707,756,1454,1,13,11,0,2,7,1456,0,0,0,0,0,0,0,0,39.7994772,-88.4622789
Auburn,128497.67,5712,65227,38,2888,2824,5516,191,13,29,0,0,117,5595,0,0,0,2,2,5,0,0,39.5917197,-89.7464874
Aurora,226807.6,41802.8,83248,34.18,20875.2,20927.6,25227,5089.6,553.6,3328.8,79.2,9099.4,18531.4,23271.4,4,68,94,372,319,1860,122,9,41.7605849,-88.3200715
Ava,115605.58,1995,44617,42.3,954,1041,1820,0,35,166,0,0,23,1972,0,0,0,0,0,0,0,0,37.8883846,-89.4948169
Avon,106237.25,1889,56667,39.8,945,944,1887,8,0,0,0,0,4,1885,0,0,0,0,0,0,0,0,40.6642065,-90.4348506
Baileyville,107610.67,507,52829,45.9,294,213,507,6,0,0,0,0,9,498,0,0,0,0,0,0,0,0,42.1972454,-89.5934478
Bardolph,30268.33,294,21250,39.1,128,166,294,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,40.4950406,-90.5645735
Barrington,503737,46087,137994,47.7,22253,23834,39013,593,138,6109,139,722,1763,44324,0,0,1,0,9,111,4,0,42.1539141,-88.1361888
Bartlett,289341.25,42196,105862,39.6,21153,21043,33402,884,197,7172,37,1956,5474,36722,0,5,8,8,11,150,8,2,41.9950276,-88.1856301
Batavia,297271.17,29533,95026,40.9,14540,14993,27552,840,105,998,14,835,2248,27285,0,9,5,20,21,333,15,2,41.8500284,-88.3125738
Batchtown,138815.67,490,61452,44.8,237,253,490,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,39.0331048,-90.6576221
Bath,44431.75,669,40469,46.4,319,350,665,0,0,13,0,0,0,669,0,0,0,0,0,0,0,0,40.1933784,-90.1409523
Baylis,59478.5,524,39375,33.2,244,280,516,7,0,0,0,8,0,524,0,0,0,0,0,0,0,0,39.7283804,-90.9081876
Beardstown,68975.92,7398,44838,37.3,3773,3625,6377,605,19,13,47,428,2227,5171,0,1,0,57,32,122,6,0,40.0175483,-90.4242916
Beason,99478.67,446,56875,41.5,238,208,443,3,7,0,0,0,5,441,0,0,0,0,0,0,0,0,40.1436515,-89.1934222
Beaverville,64777.42,521,45313,49.5,280,241,487,20,2,1,0,11,12,509,0,0,0,0,0,0,0,0,40.954478,-87.6544781
Beecher,181019.67,7779,68044,44.4,3882,3897,7566,39,28,0,0,180,528,7251,0,2,0,2,4,21,0,0,41.34059,-87.6214286
Beecher City,70855.08,1993,39792,39.3,1025,968,1989,4,4,0,0,0,1,1992,0,0,0,0,0,0,0,0,39.1880983,-88.7867278
Belknap,96980.33,496,65682,45,252,244,482,0,10,4,0,0,8,488,0,0,0,0,0,0,0,0,37.3250522,-88.9389557
Belle Rive,76760.5,834,50417,36.4,410,424,832,0,12,0,0,0,2,832,0,0,0,0,0,0,0,0,38.2328265,-88.740615
Bellflower,99050.58,494,52969,47.9,238,256,493,0,22,0,0,0,0,494,0,0,0,0,0,0,0,0,40.3400336,-88.5270053
Bellwood,167169.42,18999,55640,37.6,8828,10171,2590,14949,66,236,0,1366,3299,15700,0,0,0,0,0,0,0,0,41.8814197,-87.883117
Belvidere,147535.42,34292,58709,38.5,16669,17623,29978,1034,368,590,100,3375,9254,25038,0,18,2,40,51,206,13,1,42.2639098,-88.8442674
Bement,78285.17,1656,48214,45,821,835,1618,40,13,4,1,0,4,1652,0,0,0,0,0,0,0,0,39.9219782,-88.572008
Benld,48658.08,1814,43309,38.8,959,855,1789,2,15,7,0,6,50,1764,0,0,0,0,0,0,0,0,39.0928246,-89.8039845
Bensenville,243386.33,20462,63486,36,10240,10222,16102,968,419,940,32,3086,9718,10744,0,11,4,5,26,225,21,0,41.9550296,-87.9400657
