city,zhvi,total_pop,med_income,med_age,male,female,race_w,race_aa,race_nat,race_as,race_api,race_oth,eth_hisp,eth_nonhisp,murder_mansl,rape,robbery,agg_assault,burglary,lar_theft,car_theft,arson,lat,long
Palmer,75876,326,65000,53.2,151,175,326,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,39.457827,-89.4039813
Palmyra,69983.33,1398,48750,50.6,691,707,1394,14,16,0,0,0,15,1383,0,0,0,0,0,0,0,0,39.4347699,-89.9959401
Palos Heights,282856.17,14926,85457,51.6,7174,7752,14105,293,140,364,0,271,589,14337,0,0,2,1,11,114,10,0,41.6680885,-87.7964416
Palos Hills,257719.25,17473,59104,40.9,7986,9487,16101,978,32,432,0,326,1515,15958,0,2,3,13,8,68,8,0,41.6966992,-87.8169984
Palos Park,382623.92,9715,87621,50.8,4495,5220,9069,196,42,369,0,295,769,8946,0,0,0,0,4,57,2,0,41.6672547,-87.8303316
Pana,63957.33,7118,51329,43.2,3635,3483,6947,97,21,102,0,0,21,7097,0,0,0,0,0,0,0,0,39.3889311,-89.0800809
Panama,37200.33,240,46667,36.5,119,121,240,0,2,0,0,0,5,235,0,0,0,0,0,0,0,0,39.0294908,-89.5242529
Paris,63562.17,12259,50782,43.8,5980,6279,12036,55,7,190,0,44,140,12119,0,10,1,50,91,59,12,0,39.611146,-87.6961374
Park Forest,79485.33,21989,51324,38.7,10285,11704,6654,14967,213,130,0,866,1153,20836,1,4,24,32,75,218,51,7,41.4914236,-87.6744891
Park Ridge,452986.67,37736,102494,44.3,18368,19368,35465,298,0,2258,101,421,2283,35453,0,2,4,15,51,273,17,4,42.0111412,-87.8406192
Patoka,100840.58,1253,63681,45.2,667,586,1221,20,3,4,0,14,29,1224,0,0,0,0,0,0,0,0,38.7553259,-89.0953417
Paw Paw,106828.58,1201,54423,46.2,566,635,1195,0,8,3,0,3,52,1149,0,0,0,0,0,0,0,0,41.688919,-88.9811987
Pawnee,134227,3347,69286,39.2,1687,1660,3333,45,7,2,0,5,8,3339,0,1,0,0,0,0,0,0,39.5917186,-89.5803739
Paxton,85416.42,5288,53434,41.7,2637,2651,4913,125,18,54,5,183,292,4996,0,3,0,8,18,28,2,0,40.4603125,-88.0953201
Payson,95809.67,1918,60000,34.3,1042,876,1918,0,0,0,0,0,11,1907,0,0,0,0,0,0,0,0,39.8169907,-91.2423657
Pearl,74124.17,522,56875,34,307,215,520,0,2,0,0,0,0,522,0,0,0,0,0,0,0,0,39.4597701,-90.6259588
Pearl City,129577.25,1803,72500,46.4,952,851,1767,20,23,5,0,31,55,1748,0,0,0,0,0,0,0,0,42.265297,-89.8259532
Pecatonica,127084.92,4260,69306,40.1,2271,1989,4253,71,0,26,0,7,51,4209,0,0,0,0,0,0,0,0,42.3139078,-89.3592788
Pekin,91370.58,42059,53504,40.8,20686,21373,40945,975,381,310,52,162,879,41180,0,0,0,0,0,0,0,0,40.5675388,-89.640658
Penfield,108107.92,533,71827,43.8,273,260,527,12,0,10,0,0,4,529,0,0,0,0,0,0,0,0,40.3033684,-87.9467009
Peoria,60331.0266666667,16038,33312.6666666667,37.4666666666667,7721,8317,10217,5723.66666666667,190,305,4,545.666666666667,1050.66666666667,14987.3333333333,22,68,201,569,890,3197,422,50,40.6936488,-89.5889864
Peoria Heights,71437.58,5910,44037,36.3,2746,3164,5577,734,54,22,0,19,102,5808,0,7,0,11,21,49,20,0,40.7472594,-89.5739845
Peotone,196398.5,6044,83414,40.6,3186,2858,5878,68,106,12,13,76,429,5615,0,2,0,1,4,19,0,0,41.3322554,-87.7853217
Perry,43193.25,297,30833,51.5,142,155,287,9,0,3,0,0,3,294,0,0,0,0,0,0,0,0,39.7831031,-90.7454062
Peru,110655.17,10589,50809,46.4,4801,5788,10289,158,17,116,10,226,882,9707,0,5,1,4,12,133,4,1,41.3275349,-89.1289728
Pesotum,129452.58,806,69750,44.7,390,416,781,1,9,16,82,11,93,713,0,0,0,0,0,0,0,0,39.9147532,-88.2733827
Petersburg,160664,5869,67188,48.6,2806,3063,5758,44,48,40,38,6,68,5801,0,0,0,0,0,0,0,0,40.0117151,-89.8481652
Philo,152891.5,1719,78357,44.7,872,847,1719,0,0,0,0,0,0,1719,0,0,0,0,0,0,0,0,40.0069761,-88.1580999
Piper City,58272.92,1060,52411,50.4,537,523,1006,0,19,5,0,39,48,1012,0,0,0,0,0,0,0,0,40.756702,-88.191158
Pittsburg,85833.58,1626,45996,40.9,880,746,1620,3,2,4,0,0,0,1626,0,0,0,0,0,0,0,0,37.7769938,-88.8495103
Burlington,208048.42,568,69583,41.8,255,313,568,0,3,0,0,6,18,550,0,0,0,0,0,0,0,0,42.0528038,-88.5481412
Bushnell,58177.92,3164,44981,43.1,1651,1513,3101,31,8,28,0,0,0,3164,0,0,0,0,0,0,0,0,40.5528183,-90.50624
Butler,84837.83,635,51806,45.7,307,328,622,0,0,0,13,0,0,635,0,0,0,0,0,0,0,0,39.1994924,-89.5339783
Byron,172607.58,7805,76620,38.1,3736,4069,7627,190,8,71,10,57,393,7412,0,1,0,0,3,31,0,0,42.1269692,-89.2556618
Cabery,91323.5,481,70833,48.2,246,235,479,0,2,0,0,0,15,466,0,0,0,0,0,0,0,0,40.9958657,-88.2053282
Caledonia,223538.5,2326,116411,53.9,1240,1086,1975,39,0,249,8,63,101,2225,0,0,0,0,0,0,0,0,42.369463,-88.8926041
Calhoun,85146.58,230,35000,58.5,128,102,230,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,38.6503262,-88.0436473
Calumet City,100661.42,36955,42718,37.1,16050,20905,8642,27669,348,82,39,596,5596,31359,5,36,107,39,205,586,189,4,41.6155909,-87.5294871
Camargo,125128,942,59886,45.3,438,504,942,0,0,0,0,0,4,938,0,0,0,0,0,0,0,0,39.8003105,-88.1639315
Cambria,67748.25,425,48333,38.1,233,192,397,0,0,25,0,3,38,387,0,0,0,0,0,0,0,0,37.7814392,-89.1192454
Cambridge,109904.17,3534,62132,42,1871,1663,3414,80,20,10,0,10,45,3489,0,0,0,2,1,6,0,0,41.3036472,-90.1928971
Cameron,80573.08,519,80179,49.3,228,291,513,0,0,0,0,6,6,513,0,0,0,0,0,0,0,0,40.8889273,-90.5173548
Camp Point,111304.33,2324,60769,42.2,1155,1169,2234,4,99,21,0,0,0,2324,0,0,0,0,0,0,0,0,40.0392139,-91.0693041
Campbell Hill,111060.17,993,71579,40.9,518,475,993,0,17,0,0,0,0,993,0,0,0,0,0,0,0,0,37.9300513,-89.5489852
Campus,77827.58,199,44063,44.1,94,105,199,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,41.0233656,-88.3061652
Canton,75753.5,16806,47362,41.7,9163,7643,15498,1285,141,59,10,52,788,16018,0,0,0,0,0,0,0,0,40.5580945,-90.0351167
Cantrall,197520.25,822,98681,55.9,419,403,822,4,8,2,0,2,2,820,0,0,0,0,0,0,0,0,39.9378273,-89.6759372
Capron,142447.75,2432,59565,36.1,1319,1113,2286,15,26,0,0,148,642,1790,0,0,0,0,0,0,0,0,42.3997408,-88.7403793
Carbon Cliff,80094.75,1239,34033,26.6,605,634,827,412,0,12,0,29,75,1164,0,0,0,0,0,0,0,0,41.4947564,-90.3906844
Carbondale,166240.836666667,11332,40718.3333333333,28.2333333333333,5736.66666666667,5595.33333333333,8081.66666666667,2654.66666666667,147.333333333333,714,7.66666666666667,212.666666666667,639,10693,0,27,26,58,114,613,33,10,37.7272727,-89.2167501
Carlinville,90509.08,7710,57629,37.8,3792,3918,7377,295,179,50,0,25,178,7532,0,3,1,17,37,187,6,2,39.2797699,-89.8817662
Carlock,150865.08,1703,85795,35.6,973,730,1597,105,0,16,0,10,13,1690,0,0,0,0,0,0,0,0,40.5822588,-89.1320251
Carmi,88160.5,7175,45434,47.1,3564,3611,7066,101,19,40,6,0,115,7060,0,0,0,0,0,0,0,0,38.0908796,-88.1586488
Carol Stream,266229.33,42602,82232,38,20943,21659,29382,3324,333,8380,59,1983,6156,36446,0,7,10,16,48,336,27,2,41.9125286,-88.1347927
Carpentersville,170098.75,39333,63133,30.5,19947,19386,22582,3309,366,3355,13,10733,19981,19352,0,10,17,7,48,433,15,2,42.1211364,-88.2578582
Carrier Mills,74489.92,2275,34583,46.5,1065,1210,1996,283,4,39,0,29,63,2212,0,0,0,0,0,0,0,0,37.6842156,-88.6328326
Carrollton,80930.5,3674,51667,39.7,1826,1848,3648,26,26,11,0,0,1,3673,0,1,0,14,5,18,2,0,39.3022693,-90.4070632
Carterville,123890.08,10155,51884,35.7,4727,5428,9414,550,40,171,27,217,485,9670,0,5,1,7,17,40,1,0,37.7600501,-89.0772991
Carthage,82740.58,3845,53325,45.1,1868,1977,3790,49,39,41,0,25,112,3733,0,1,0,1,6,16,1,0,40.416433,-91.1362537
Cary,237906.58,25827,98377,40.6,13124,12703,24461,586,51,949,10,314,2240,23587,0,7,4,9,17,91,2,0,42.2119684,-88.2381381
Casey,71098.17,4762,49362,43.1,2325,2437,4700,53,13,19,0,27,55,4707,0,2,0,6,7,13,1,0,39.2992037,-87.9925339
Catlin,99805.58,2516,53950,42.2,1281,1235,2516,0,0,0,0,14,28,2488,0,0,0,0,3,0,0,0,40.0650363,-87.7019675
Cedar Point,67357.33,299,57500,36.8,149,150,299,0,0,0,0,0,32,267,0,0,0,0,0,0,0,0,41.2630912,-89.1256394
Cedarville,93063.75,504,64167,45.5,229,275,496,8,3,0,0,0,52,452,0,0,0,0,0,0,0,0,42.3758493,-89.6331727
Centralia,64826.75,21444,41736,41.8,11258,10186,18988,2720,99,192,0,226,861,20583,1,28,19,109,151,296,52,5,38.5250491,-89.1334037
Cerro Gordo,94771.25,1712,62132,38.2,880,832,1711,4,14,15,0,0,1,1711,0,0,0,0,0,0,0,0,39.8905912,-88.7281262
Chadwick,96161.58,1289,55481,36.1,626,663,1286,10,0,8,8,3,28,1261,0,0,0,0,0,0,0,0,42.0133599,-89.8906765
Champaign,151352.276666667,31522.3333333333,55093,32.4,15876,15646.3333333333,21793.6666666667,5679.33333333333,176.333333333333,4356.66666666667,16,404.666666666667,1887.33333333333,29635,7,72,83,440,276,1637,85,10,40.1164205,-88.2433829
Chana,131889.75,1107,81250,42.4,506,601,1105,0,0,0,0,2,2,1105,0,0,0,0,0,0,0,0,41.9805848,-89.2198238
Chandlerville,64955.17,1029,59474,40.1,519,510,1003,0,14,34,0,14,26,1003,0,0,0,0,0,0,0,0,40.0481033,-90.1551189
Channahon,241977.58,12791,89398,37,6523,6268,12283,138,167,99,0,280,1254,11537,0,4,0,5,15,42,1,0,41.4294753,-88.2286735
Chapin,77536.42,766,47604,39.6,400,366,766,0,0,0,0,0,11,755,0,0,0,0,0,0,0,0,39.7658796,-90.3990129
Charleston,96020,24001,41045,27.9,11441,12560,21635,1875,231,632,137,81,798,23203,0,8,3,18,24,36,1,1,39.4961458,-88.1761521
Chatham,204466.5,13736,87754,35.8,6595,7141,13330,219,9,368,0,56,259,13477,0,6,3,9,8,71,3,0,39.676163,-89.7045439
Chatsworth,47514.67,1517,38438,38.8,757,760,1485,81,0,7,0,40,124,1393,0,0,0,0,0,0,0,0,40.7536464,-88.2919947
Chebanse,141120.25,2389,68594,35.5,1263,1126,2226,79,0,7,0,127,247,2142,0,0,0,0,0,0,0,0,41.003088,-87.9080965
Chenoa,96874.42,2427,61442,41.1,1248,1179,2366,55,3,21,0,17,79,2348,0,0,0,2,4,3,0,0,40.7417014,-88.7197856
Cherry,70284.92,479,47750,39.7,271,208,479,0,0,0,0,0,8,471,0,0,0,0,0,0,0,0,41.4269787,-89.213419
Cherry Valley,164099.33,4962,74821,51.6,2528,2434,4554,242,105,182,4,20,225,4737,1,1,0,7,12,225,1,1,42.2347434,-88.9489912
Chesterfield,46305.08,365,60938,43.5,207,158,364,1,0,0,0,0,7,358,0,0,0,0,0,0,0,0,39.2550463,-90.063163
Chicago,400013.686470588,51349.3137254902,65238.0588235294,35.1921568627451,24985.9411764706,26363.3725490196,27032.5098039216,15346.1960784314,434.705882352941,3897,56.6862745098039,6109.56862745098,15192.7450980392,36156.568627451,563,1798,9684,15312,11686,64695,10132,438,41.850033,-87.6500523
Chicago Heights,92686,57800,46771,34.2,27613,30187,18353,30695,303,302,0,9749,15338,42462,0,0,0,0,0,0,0,0,41.506146,-87.6355995
Chicago Ridge,193461.33,14254,42306,33.9,6854,7400,11775,1693,0,564,85,339,1326,12928,0,2,9,7,15,328,15,0,41.7014217,-87.7792196
Chillicothe,121068,11191,59758,43.4,5630,5561,10950,31,8,216,0,18,335,10856,0,3,1,17,23,69,7,2,40.9222589,-89.4862025
Chrisman,58323.75,2258,60977,51.1,1126,1132,2238,26,0,4,0,12,12,2246,0,0,0,0,0,0,0,0,39.8036467,-87.673635
Christopher,50655.08,3091,33561,35.5,1446,1645,3060,20,9,19,0,0,62,3029,0,0,0,15,2,16,1,0,37.9725501,-89.053408
Cicero,188082.83,83147,47487,30,41769,41378,31994,3201,613,583,43,47835,74180,8967,4,34,127,149,364,1295,111,16,41.8455878,-87.7539448
Cisco,100808.08,337,59091,48.3,178,159,336,3,14,0,0,0,0,337,0,0,0,0,0,0,0,0,40.0114248,-88.7261827
Cisne,63196.17,1700,51554,49.3,789,911,1688,8,7,0,0,10,14,1686,0,0,0,0,0,0,0,0,38.5158815,-88.4375481
